dt,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-30,1707.798,180.934,348250.86,7240.6,1123.0,1424.0,8149.0
2007-01-31,2363.752,185.988,345486.43,9970.0,0.0,5950.0,15052.0
2007-02-01,1824.76,150.264,346164.68,7678.8,1170.0,386.0,13145.0
2007-02-02,1667.736,139.542,346081.52,7014.0,0.0,356.0,11338.0
2007-02-03,4029.722,245.824,344030.68,17015.0,4746.0,4573.0,17834.0
2007-02-04,3595.94,186.494,345072.0,15214.2,3391.0,4597.0,14472.0
2007-02-05,1645.28,147.228,346766.85,6941.4,896.0,2564.0,7849.0
2007-02-06,1273.48,142.566,347420.39,5431.6,1185.0,405.0,4517.0
2007-02-07,2328.018,177.708,347255.56,9780.0,3299.0,3513.0,11986.0
2007-02-08,1801.414,138.896,348188.12,7557.6,2226.0,366.0,10157.0
2007-02-09,1620.198,158.066,348106.24,6807.2,0.0,3045.0,9770.0
2007-02-10,2829.328,192.974,345653.03,11957.4,5071.0,2831.0,14405.0
2007-02-11,3571.228,204.314,344888.85,15158.6,2430.0,4765.0,13114.0
2007-02-12,1877.61,136.704,345741.84,7925.0,2227.0,399.0,11517.0
2007-02-13,1414.546,134.678,347280.27,5967.0,0.0,2828.0,6256.0
2007-02-14,2498.672,202.506,346140.56,10533.8,3295.0,3793.0,11579.0
2007-02-15,1985.346,165.964,346563.68,8381.2,0.0,2363.0,14028.0
2007-02-16,1702.528,151.686,346782.16,7267.0,1148.0,859.0,8689.0
2007-02-17,2076.912,238.968,344615.09,8826.0,1765.0,2226.0,7157.0
2007-02-18,3829.762,255.522,344405.96,16184.0,6107.0,8003.0,13129.0
2007-02-19,2186.614,176.584,345297.0,9276.8,1634.0,2900.0,13085.0
2007-02-20,3149.928,187.158,345406.24,13202.6,2058.0,5191.0,9713.0
2007-02-21,2072.874,189.87,346263.79,8747.2,3527.0,2332.0,11548.0
2007-02-22,3375.57,138.074,343613.09,14219.8,1409.0,4129.0,12285.0
2007-02-23,1313.48,149.344,346587.79,5508.6,0.0,503.0,10786.0
2007-02-24,714.922,122.202,345402.87,3003.6,0.0,363.0,3562.0
2007-02-25,501.74,113.736,348021.43,2105.6,0.0,329.0,1660.0
2007-02-26,568.484,108.28,347433.97,2388.8,0.0,331.0,2830.0
2007-02-27,518.112,113.204,349839.75,2195.4,0.0,314.0,1924.0
2007-02-28,520.774,113.372,348709.81,2201.0,0.0,340.0,1973.0
2007-03-01,517.564,107.628,347502.82,2172.8,0.0,316.0,1980.0
2007-03-02,515.688,107.008,346451.9,2169.8,0.0,340.0,1969.0
2007-03-03,819.122,134.992,347454.84,3457.6,0.0,347.0,4597.0
2007-03-04,2090.7,175.682,345642.91,8867.8,1476.0,8711.0,9408.0
2007-03-05,2660.332,205.956,345644.51,11290.0,5727.0,12109.0,10026.0
2007-03-06,1246.5,186.148,347022.82,5321.8,0.0,1740.0,4700.0
2007-03-07,2375.206,171.2,346065.93,9986.4,1076.0,4761.0,15513.0
2007-03-08,1572.132,187.404,346558.21,6717.8,2180.0,3385.0,6655.0
2007-03-09,1272.612,119.238,346879.39,5373.0,1093.0,345.0,8631.0
2007-03-10,2484.712,243.528,345316.08,10572.4,4130.0,5422.0,10979.0
2007-03-11,3480.636,173.374,345610.5,14575.0,4810.0,3420.0,9500.0
2007-03-12,1950.668,134.422,346404.55,8249.0,1403.0,2841.0,12353.0
2007-03-13,1290.144,126.718,346893.07,5480.2,1350.0,3859.0,5323.0
2007-03-14,1793.364,157.522,346719.3,7585.2,3485.0,480.0,8607.0
2007-03-15,1884.814,159.326,346003.91,7953.4,0.0,3263.0,11036.0
2007-03-16,1702.054,130.208,344919.07,7189.0,1106.0,4604.0,5370.0
2007-03-17,2028.09,127.068,343043.5,8562.4,2208.0,359.0,12275.0
2007-03-18,2371.046,241.45,347108.86,10091.4,6564.0,7369.0,5856.0
2007-03-19,2152.518,144.764,346315.81,9046.0,1648.0,2686.0,14118.0
2007-03-20,2086.228,164.87,346774.52,8857.8,3745.0,2837.0,11255.0
2007-03-21,2142.092,142.83,347020.77,8981.6,1865.0,4133.0,12335.0
2007-03-22,1454.978,113.826,348139.48,6081.2,353.0,736.0,10462.0
2007-03-23,1309.008,119.488,347969.49,5477.4,1127.0,777.0,8369.0
2007-03-24,2968.43,191.024,345174.44,12532.8,3707.0,5797.0,16382.0
2007-03-25,3336.506,236.1,345650.11,13992.0,4630.0,3600.0,9358.0
2007-03-26,1416.082,160.966,347525.01,6023.6,1088.0,344.0,9096.0
2007-03-27,1105.14,151.726,346466.85,4747.0,0.0,3019.0,3697.0
2007-03-28,2333.898,196.518,346240.24,9870.6,1122.0,8527.0,13888.0
2007-03-29,1590.406,198.696,346372.83,6734.6,1162.0,460.0,10724.0
2007-03-30,1402.394,181.12800000000001,347096.49,6033.0,1094.0,468.0,8217.0
2007-03-31,3509.51,231.504,344535.51,14781.2,2620.0,7707.0,17682.0
2007-04-01,2785.9519999999998,202.552,345635.26,11735.2,4629.0,5401.0,19509.0
2007-04-02,1960.778,174.336,346262.57,8226.2,1755.0,970.0,16641.0
2007-04-03,1642.82,168.76,346327.14,6978.6,3630.0,1042.0,7637.0
2007-04-04,2051.868,172.318,346077.77,8620.2,3434.0,420.0,14748.0
2007-04-05,1844.078,244.538,347289.27,7907.8,1086.0,4277.0,10523.0
2007-04-06,1601.14,143.214,347305.61,6751.6,0.0,5466.0,9166.0
2007-04-07,1553.924,138.73,346145.17,6573.0,1127.0,3111.0,5923.0
2007-04-08,1608.816,135.882,346102.82,6796.6,0.0,485.0,3545.0
2007-04-09,1000.92,160.10999999999999,346392.7,4283.4,2667.0,514.0,3801.0
2007-04-10,777.364,148.94,346771.73,3380.2,209.0,742.0,2572.0
2007-04-11,887.482,192.446,347262.95,3771.0,0.0,1112.0,6421.0
2007-04-12,537.706,147.812,345968.73,2301.0,0.0,541.0,1818.0
2007-04-13,551.022,151.64,345672.7,2366.4,0.0,558.0,1988.0
2007-04-14,554.268,155.61,346050.93,2378.0,0.0,578.0,2008.0
2007-04-15,726.164,171.544,345940.83,3148.6,0.0,1026.0,2893.0
2007-04-16,952.39,186.074,346546.28,4136.4,952.0,1305.0,4656.0
2007-04-17,1223.734,218.354,345881.76,5314.8,1532.0,389.0,6199.0
2007-04-18,998.246,165.224,345811.36,4313.4,1579.0,355.0,3430.0
2007-04-19,1028.658,149.66,346218.97,4400.4,733.0,1605.0,5748.0
2007-04-20,822.58,145.64600000000002,345791.37,3592.6,1069.0,360.0,3499.0
2007-04-21,1673.656,212.658,344467.06,7251.4,6575.0,463.0,11129.0
2007-04-22,2233.714,267.194,345036.79,9631.4,4264.0,2287.0,11102.0
2007-04-23,1054.566,135.64,341619.33,4700.4,1402.0,506.0,6005.0
2007-04-24,1032.1,135.264,338896.69,4528.6,1125.0,527.0,6680.0
2007-04-25,1264.162,164.736,338315.2,5555.6,0.0,1469.0,8812.0
2007-04-26,1275.466,163.606,338093.71,5650.2,1324.0,1845.0,7163.0
2007-04-27,1094.332,161.928,338711.28,4770.0,1772.0,545.0,4756.0
2007-04-28,720.886,298.012,340138.27,3219.2000000000003,0.0,18.0,0.0
2007-04-29,708.48,299.52,340185.60000000003,3168.0000000000005,0.0,0.0,0.0
2007-04-30,845.91,251.42999999999998,339396.5,3766.6000000000004,1214.0,500.0,1131.0
2007-05-01,1663.858,181.608,337937.33,7305.6,4005.0,995.0,8546.0
2007-05-02,1003.486,160.092,339238.19,4523.8,7.0,1490.0,3754.0
2007-05-03,1090.238,150.942,338594.24,4763.0,1906.0,1725.0,7836.0
2007-05-04,998.128,174.74,339422.68,4432.4,2259.0,538.0,3990.0
2007-05-05,1563.052,174.102,338450.43,6820.0,2913.0,2493.0,11303.0
2007-05-06,2102.104,182.336,337549.9,9229.0,3215.0,949.0,10095.0
2007-05-07,1643.664,168.918,337733.24,7172.6,946.0,4935.0,9433.0
2007-05-08,1789.292,181.612,338264.98,7713.2,4581.0,2011.0,8777.0
2007-05-09,1665.736,183.484,338218.16,7280.8,3018.0,5631.0,9474.0
2007-05-10,707.884,168.314,339546.61,3177.8,946.0,534.0,3261.0
2007-05-11,979.154,132.096,338730.85,4359.8,926.0,491.0,6471.0
2007-05-12,1441.566,209.172,338000.98,6279.2,2247.0,1075.0,10408.0
2007-05-13,1634.738,220.67,339420.54,7155.6,3612.0,2414.0,8958.0
2007-05-14,1467.782,298.552,339393.7,6586.8,3176.0,2417.0,5517.0
2007-05-15,904.392,111.182,339281.27,3936.0,0.0,408.0,5318.0
2007-05-16,1692.944,135.894,338775.57,7303.4,2213.0,5756.0,9077.0
2007-05-17,1231.816,131.188,339650.58,5358.2,1014.0,2073.0,7687.0
2007-05-18,1631.53,171.258,339832.22,7022.4,3270.0,3913.0,8116.0
2007-05-19,1429.442,167.858,338320.4,6219.8,4683.0,530.0,7022.0
2007-05-20,1968.328,187.532,338901.29,8555.8,5420.0,1733.0,7611.0
2007-05-21,1120.062,117.28,337956.35,4807.6,0.0,468.0,9060.0
2007-05-22,1132.852,128.916,339092.03,4895.8,931.0,3966.0,3984.0
2007-05-23,1464.936,165.878,338129.99,6332.4,956.0,3792.0,8119.0
2007-05-24,1154.388,135.56,339186.33,4985.4,955.0,4116.0,4746.0
2007-05-25,1614.22,174.588,337603.97,7003.4,8060.0,586.0,6539.0
2007-05-26,1512.248,174.24,338500.64,6570.4,2373.0,2754.0,8628.0
2007-05-27,2153.808,219.894,338268.15,9369.4,4366.0,5534.0,10444.0
2007-05-28,1637.468,151.1,338265.47,7087.6,4554.0,473.0,9586.0
2007-05-29,1061.34,113.244,339399.86,4618.4,0.0,1907.0,4332.0
2007-05-30,1609.866,147.058,338157.21,6953.0,2250.0,5948.0,7804.0
2007-05-31,938.55,129.586,338539.0,4020.2,935.0,477.0,3552.0
2007-06-01,1045.374,143.42,338865.21,4514.4,0.0,483.0,7664.0
2007-06-02,1484.362,166.108,337635.4,6442.6,3971.0,1250.0,7633.0
2007-06-03,2108.026,182.458,338057.82,9148.2,4985.0,7529.0,8334.0
2007-06-04,911.618,223.192,338037.22,4064.0,1585.0,836.0,4533.0
2007-06-05,1458.892,255.692,337957.58,6429.8,4484.0,1027.0,6448.0
2007-06-06,1695.572,231.138,337854.86,7359.8,3330.0,829.0,11680.0
2007-06-07,985.002,172.334,337649.48,4294.6,985.0,699.0,3959.0
2007-06-08,2148.046,229.732,340124.32,9285.4,2799.0,11440.0,11380.0
2007-06-09,1093.02,230.736,346642.76,4704.2,852.0,599.0,6590.0
2007-06-10,1340.812,239.092,346815.77,5768.2,4202.0,1924.0,5983.0
2007-06-11,794.654,194.63400000000001,346833.72,3481.8,0.0,487.0,5328.0
2007-06-12,918.766,216.416,345923.85,4116.4,1882.0,475.0,3898.0
2007-06-13,927.272,208.26,346172.55,4057.2,957.0,857.0,5216.0
2007-06-14,1259.084,231.696,345380.81,5448.0,3322.0,2147.0,7054.0
2007-06-15,989.604,251.762,346268.71,4415.4,2269.0,4011.0,4547.0
2007-06-16,2017.762,307.558,344882.44,8604.0,3289.0,4498.0,11108.0
2007-06-17,1947.09,239.814,345915.62,8307.8,4124.0,5038.0,8734.0
2007-06-18,678.474,180.81,346717.73,2993.4,0.0,529.0,4241.0
2007-06-19,845.2,188.166,345983.97,3694.0,973.0,537.0,4391.0
2007-06-20,1074.286,227.302,345824.88,4761.8,1761.0,2588.0,5106.0
2007-06-21,806.946,222.546,346427.92,3601.2,932.0,2400.0,3711.0
2007-06-22,566.294,208.526,346803.31,2602.6,0.0,951.0,3482.0
2007-06-23,477.56600000000003,193.12,346059.31,2211.4,0.0,786.0,2402.0
2007-06-24,714.656,179.362,347230.39,3179.0,0.0,791.0,3449.0
2007-06-25,1072.202,197.27,346208.06,4680.0,1985.0,3621.0,4816.0
2007-06-26,944.908,182.42,345736.09,4143.0,971.0,1334.0,5231.0
2007-06-27,1480.826,206.998,345252.11,6378.0,2603.0,6451.0,7270.0
2007-06-28,1295.438,217.446,344770.08,5601.0,0.0,4368.0,9541.0
2007-06-29,1304.442,206.194,345858.46,5674.4,4363.0,667.0,6797.0
2007-06-30,1335.314,188.354,345616.72,5719.0,3049.0,792.0,8376.0
2007-07-01,1026.664,172.448,345696.7,4436.2,969.0,736.0,4690.0
2007-07-02,967.032,176.924,346567.41,4216.0,1018.0,5281.0,3445.0
2007-07-03,1059.912,180.338,345869.19,4652.2,467.0,3214.0,4695.0
2007-07-04,1003.41,253.334,346549.87,4457.4,2329.0,2218.0,5632.0
2007-07-05,1057.29,246.716,346240.0,4655.8,2922.0,770.0,3973.0
2007-07-06,1069.5240000000001,219.35,346463.21,4706.8,2826.0,3563.0,4005.0
2007-07-07,1358.206,214.044,345470.6,5810.2,997.0,3047.0,10177.0
2007-07-08,1089.08,196.92,346088.01,4736.6,1825.0,2831.0,5277.0
2007-07-09,1180.158,172.422,346489.41,5063.4,923.0,594.0,9386.0
2007-07-10,908.324,176.244,345575.6,4012.0,67.0,2227.0,4631.0
2007-07-11,722.352,153.856,347083.25,3167.2,1015.0,647.0,5284.0
2007-07-12,1069.582,209.098,346701.05,4656.4,1029.0,2550.0,6419.0
2007-07-13,794.382,206.694,346830.92,3529.2,0.0,633.0,4427.0
2007-07-14,1288.17,258.45,347460.31,5607.4,3775.0,1968.0,6604.0
2007-07-15,1037.18,294.77,346413.6,4651.4,862.0,632.0,5585.0
2007-07-16,853.674,233.96,340570.42,3831.2,830.0,695.0,4176.0
2007-07-17,719.632,176.088,338027.41,3277.8,848.0,694.0,3335.0
2007-07-18,757.082,156.514,332767.05,3437.0,909.0,671.0,4628.0
2007-07-19,677.886,187.012,337337.08,3087.2,1068.0,703.0,3130.0
2007-07-20,1110.422,223.118,339219.22,4970.4,2111.0,2418.0,4765.0
2007-07-21,1060.248,236.158,337329.54,4739.8,428.0,512.0,7756.0
2007-07-22,1377.26,218.756,339785.36,6089.0,7091.0,2136.0,5573.0
2007-07-23,991.018,143.77,337681.25,4429.4,1747.0,1288.0,3847.0
2007-07-24,825.284,112.81,338922.78,3673.4,0.0,1607.0,5599.0
2007-07-25,472.56,108.234,339323.11,2130.2,0.0,151.0,2333.0
2007-07-26,924.5,115.092,338318.96,4087.0,975.0,3633.0,4346.0
2007-07-27,1202.514,120.456,339197.3,5217.6,1837.0,49.0,7157.0
2007-07-28,1621.862,178.73,339130.42,7116.0,907.0,10265.0,6559.0
2007-07-29,321.116,118.576,339425.33,1488.2,0.0,0.0,1288.0
2007-07-30,466.816,129.492,339163.53,2112.8,0.0,0.0,2528.0
2007-07-31,812.332,145.786,338277.33,3603.6,3277.0,0.0,3575.0
2007-08-01,1064.496,145.16,338444.73,4637.6,1583.0,0.0,9812.0
2007-08-02,1019.416,144.954,338193.49,4445.4,482.0,0.0,6869.0
2007-08-03,1063.364,125.388,337659.27,4618.4,958.0,0.0,9139.0
2007-08-04,1144.99,139.226,338770.4,4971.4,552.0,398.0,7966.0
2007-08-05,787.098,151.254,338565.99,3509.0,169.0,0.0,6647.0
2007-08-06,1089.72,154.434,337971.95,4776.6,1096.0,0.0,7985.0
2007-08-07,1483.58,131.182,337757.59,6373.4,437.0,2168.0,9042.0
2007-08-08,1125.482,119.096,337697.82,4868.0,1055.0,1111.0,9660.0
2007-08-09,1071.68,109.474,337268.72,4712.2,182.0,4515.0,6646.0
2007-08-10,1028.01,117.656,337663.89,4506.8,336.0,2651.0,8287.0
2007-08-11,1091.65,115.77,338371.46,4731.4,1180.0,910.0,10339.0
2007-08-12,1241.904,127.776,339357.39,5389.6,1123.0,1156.0,8582.0
2007-08-13,1153.012,130.94,338711.86,4966.2,93.0,476.0,11101.0
2007-08-14,941.1899999999999,132.01,341390.0,4110.0,951.0,685.0,6256.0
2007-08-15,1191.86,159.764,345590.51,5100.6,338.0,508.0,9787.0
2007-08-16,958.496,131.532,345222.23,4095.2,962.0,0.0,7476.0
2007-08-17,1009.8919999999999,127.388,346311.43,4293.4,244.0,0.0,7769.0
2007-08-18,347.96,119.24,347442.67,1553.6,0.0,0.0,1830.0
2007-08-19,1422.294,160.018,345533.28,6137.2,1025.0,8912.0,5989.0
2007-08-20,1338.842,155.88,347473.0,5707.2,1032.0,6965.0,7383.0
2007-08-21,642.556,157.308,346425.2,2824.0,0.0,38.0,3296.0
2007-08-22,1209.808,154.288,346776.94,5142.6,3048.0,1836.0,7241.0
2007-08-23,1112.312,157.954,346532.12,4795.6,2502.0,259.0,5342.0
2007-08-24,1656.504,262.812,346312.51,7108.0,1891.0,3784.0,9944.0
2007-08-25,1150.88,272.548,345398.15,5117.4,4149.0,2191.0,5678.0
2007-08-26,1314.906,299.388,345529.32,5778.2,1541.0,3645.0,5658.0
2007-08-27,1211.73,299.084,345489.96,5315.4,2305.0,1229.0,6344.0
2007-08-28,997.004,181.114,344951.82,4314.4,1038.0,2468.0,5483.0
2007-08-29,747.992,175.426,346672.79,3282.6,957.0,562.0,4932.0
2007-08-30,1202.458,191.048,346425.37,5190.2,3822.0,2580.0,4221.0
2007-08-31,1279.822,187.256,345579.41,5455.4,1200.0,666.0,8738.0
2007-09-01,1701.486,289.846,344672.27,7294.2,2497.0,569.0,9733.0
2007-09-02,1662.468,231.598,345665.28,7224.8,3613.0,1617.0,8806.0
2007-09-03,1038.922,188.422,345053.3,4508.2,621.0,2515.0,5323.0
2007-09-04,1584.944,179.626,345109.92,6848.6,2928.0,3501.0,9821.0
2007-09-05,1236.572,148.864,344373.35,5324.6,0.0,4144.0,6705.0
2007-09-06,901.474,172.026,344649.67,3963.2,0.0,3888.0,3461.0
2007-09-07,1336.496,181.738,344205.65,5770.4,3632.0,551.0,9388.0
2007-09-08,1469.752,186.33,345211.84,6324.4,3339.0,1801.0,9164.0
2007-09-09,1679.502,209.152,344047.89,7277.8,2184.0,4438.0,9233.0
2007-09-10,1117.376,177.498,344719.67,4843.8,935.0,595.0,5613.0
2007-09-11,983.572,151.764,345703.67,4251.0,943.0,550.0,5792.0
2007-09-12,1287.764,171.794,345621.68,5558.4,0.0,3217.0,7755.0
2007-09-13,1146.382,165.958,344606.16,4988.8,1175.0,2523.0,3853.0
2007-09-14,1135.47,183.126,344594.73,4960.4,901.0,676.0,5804.0
2007-09-15,1095.312,184.466,345602.84,4720.6,0.0,1449.0,6464.0
2007-09-16,1652.224,192.352,344967.07,7151.4,3118.0,3064.0,9310.0
2007-09-17,1461.186,202.314,344469.31,6355.4,6651.0,926.0,6279.0
2007-09-18,1167.52,147.132,343095.37,5058.4,1888.0,2029.0,5425.0
2007-09-19,1298.684,151.794,346039.5,5592.0,0.0,2743.0,7937.0
2007-09-20,1255.532,132.908,345189.58,5358.2,1056.0,489.0,9996.0
2007-09-21,1238.78,152.834,344709.31,5375.0,3130.0,2745.0,6316.0
2007-09-22,1176.172,183.432,344855.57,5061.8,944.0,1311.0,7688.0
2007-09-23,1417.97,242.974,344880.62,6163.2,2831.0,1929.0,7382.0
2007-09-24,1354.53,197.624,343584.87,5873.4,929.0,3935.0,7955.0
2007-09-25,1764.342,130.078,342863.44,7497.2,916.0,2253.0,9820.0
2007-09-26,1829.532,169.228,344764.49,7763.0,1058.0,9417.0,5695.0
2007-09-27,1392.6,150.71,344976.56,5872.0,1066.0,643.0,7324.0
2007-09-28,1680.498,222.718,344825.9,7191.6,996.0,3722.0,9952.0
2007-09-29,2296.522,182.122,344361.76,9782.2,4085.0,7457.0,8190.0
2007-09-30,1516.29,163.588,345693.29,6411.6,1405.0,582.0,10225.0
2007-10-01,1720.922,146.734,344505.48,7306.2,1507.0,6622.0,5960.0
2007-10-02,2198.864,161.828,343431.06,9322.6,508.0,8022.0,12815.0
2007-10-03,1280.454,157.738,344535.94,5472.0,979.0,5024.0,3692.0
2007-10-04,1518.458,138.448,344455.31,6414.6,2400.0,444.0,9710.0
2007-10-05,1394.092,150.636,343911.04,5889.2,0.0,351.0,9425.0
2007-10-06,1756.24,186.192,343268.23,7441.4,4840.0,347.0,9666.0
2007-10-07,2106.114,153.178,343909.84,8939.4,2498.0,8255.0,10886.0
2007-10-08,1095.242,121.896,344299.03,4652.8,0.0,420.0,5082.0
2007-10-09,1687.858,159.802,343985.97,7174.6,2034.0,2147.0,9290.0
2007-10-10,1166.972,132.752,344766.47,5023.6,1863.0,2117.0,3345.0
2007-10-11,1732.446,153.108,343359.58,7357.0,2630.0,414.0,7806.0
2007-10-12,1914.504,137.984,343413.09,8160.6,1020.0,5028.0,11659.0
2007-10-13,1926.728,125.204,343822.19,8209.0,969.0,3799.0,8463.0
2007-10-14,2061.252,150.05,344305.49,8753.4,2930.0,7494.0,7126.0
2007-10-15,1266.33,118.182,344581.5,5359.6,1061.0,339.0,7654.0
2007-10-16,1964.442,185.414,343962.17,8385.4,0.0,7871.0,9876.0
2007-10-17,1576.93,136.4,344436.67,6677.2,1065.0,453.0,8968.0
2007-10-18,1518.53,122.5,345312.41,6384.6,1162.0,317.0,9864.0
2007-10-19,2085.648,121.478,345099.13,8788.6,1299.0,3124.0,11648.0
2007-10-20,1660.246,139.544,348227.74,6933.2,2363.0,296.0,13225.0
2007-10-21,1941.94,154.028,347746.67,8210.4,3712.0,4357.0,7313.0
2007-10-22,1652.896,116.41,346385.38,6920.4,0.0,299.0,13027.0
2007-10-23,1958.404,128.3,347374.51,8229.6,1067.0,5186.0,10680.0
2007-10-24,1865.636,146.782,346763.91,7881.4,4459.0,364.0,9115.0
2007-10-25,1853.918,132.2,346280.59,7795.6,1478.0,2433.0,7385.0
2007-10-26,1437.568,109.676,346580.43,6286.8,0.0,348.0,5766.0
2007-10-27,1785.688,109.186,345889.74,7645.2,1374.0,4856.0,8949.0
2007-10-28,512.158,92.298,346847.12,2138.8,0.0,283.0,1765.0
2007-10-29,545.428,86.998,347318.36,2267.2,0.0,269.0,2749.0
2007-10-30,811.008,89.84,346501.33,3386.0,0.0,1935.0,4256.0
2007-10-31,1283.21,107.2,346088.13,5389.0,0.0,4700.0,8915.0
2007-11-01,496.216,85.046,346951.3,2067.8,0.0,293.0,1991.0
2007-11-02,1443.602,93.362,344662.54,6051.8,1346.0,2115.0,12245.0
2007-11-03,492.55,88.124,345874.33,2065.4,0.0,282.0,1936.0
2007-11-04,1485.686,138.802,345895.95,6313.0,0.0,4387.0,7068.0
2007-11-05,1500.592,131.35,345109.12,6330.6,1265.0,397.0,6583.0
2007-11-06,2082.378,200.526,343730.82,8855.8,1105.0,5515.0,10690.0
2007-11-07,1844.758,193.52,344973.47,7892.8,5042.0,301.0,6374.0
2007-11-08,1501.06,134.698,346683.81,6386.4,1715.0,314.0,6500.0
2007-11-09,2171.226,113.242,343750.23,9168.8,0.0,4573.0,15375.0
2007-11-10,2611.6,237.652,344318.99,11098.0,3697.0,304.0,13767.0
2007-11-11,1887.124,185.61,345974.78,7978.4,3445.0,320.0,6024.0
2007-11-12,2156.146,137.468,345348.85,9031.6,1018.0,4165.0,13281.0
2007-11-13,2214.398,140.952,347217.09,9293.0,978.0,4933.0,11076.0
2007-11-14,2047.994,141.59,345522.28,8554.6,1055.0,295.0,16345.0
2007-11-15,1491.988,133.066,345578.39,6330.8,1606.0,571.0,7503.0
2007-11-16,2309.754,123.978,347016.26,9674.0,1991.0,4660.0,13564.0
2007-11-17,2610.094,168.03,346468.93,10942.4,2588.0,2199.0,14990.0
2007-11-18,2183.858,161.762,348855.06,9140.6,5201.0,2097.0,7066.0
2007-11-19,1723.654,112.03,349583.55,7209.0,1089.0,253.0,10750.0
2007-11-20,2095.856,124.832,347527.91,8770.2,1015.0,3954.0,11026.0
2007-11-21,1755.212,131.612,347752.97,7374.4,1141.0,549.0,9473.0
2007-11-22,1932.378,143.108,347853.67,8145.0,2867.0,297.0,9001.0
2007-11-23,2522.618,138.912,346640.21,10570.6,2168.0,6181.0,13685.0
2007-11-24,1899.054,150.512,348195.95,7938.2,1573.0,4131.0,13451.0
2007-11-25,1395.598,122.776,349432.07,5884.8,3556.0,279.0,5678.0
